frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
838,  0,  33.480,  0.98,  1, 0.01, 0.00, 0.18, 0.09, 0.00, 2.50, 0.00, 0.38, 0.47, 0.00, 0.00, 0.01, 0.00, 0.00, 1.25, 1.64, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
839,  0,  33.520,  0.98,  1, 0.00, 0.00, 0.13, 0.02, 0.00, 2.47, 0.00, 0.33, 0.49, 0.00, 0.00, 0.01, 0.00, 0.00, 1.31, 1.17, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
840,  0,  33.560,  0.98,  1, 0.00, 0.00, 0.12, 0.02, 0.00, 2.40, 0.00, 0.34, 0.56, 0.00, 0.00, 0.00, 0.00, 0.00, 1.26, 0.49, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
841,  0,  33.600,  0.98,  1, 0.00, 0.01, 0.07, 0.00, 0.00, 2.46, 0.00, 0.19, 0.62, 0.00, 0.11, 0.00, 0.00, 0.00, 1.52, 0.06, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
842,  0,  33.640,  0.98,  1, 0.00, 0.11, 0.09, 0.07, 0.00, 2.57, 0.00, 0.17, 0.56, 0.00, 0.12, 0.00, 0.00, 0.00, 1.60, 0.02, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
843,  0,  33.680,  0.98,  1, 0.01, 0.17, 0.05, 0.12, 0.00, 2.80, 0.00, 0.07, 0.36, 0.00, 0.13, 0.23, 0.03, 0.01, 1.17, 0.15, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
844,  0,  33.720,  0.98,  1, 0.01, 0.27, 0.05, 0.14, 0.00, 2.73, 0.00, 0.07, 0.13, 0.00, 0.03, 0.62, 0.04, 0.18, 0.55, 0.21, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
845,  0,  33.760,  0.98,  1, 0.01, 0.27, 0.00, 0.08, 0.00, 2.59, 0.00, 0.00, 0.00, 0.00, 0.09, 1.01, 0.04, 0.34, 0.00, 0.27, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
846,  0,  33.800,  0.98,  1, 0.00, 0.22, 0.20, 0.03, 0.00, 2.75, 0.07, 0.00, 0.00, 0.00, 0.25, 0.91, 0.01, 0.32, 0.07, 0.46, 0.89, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
847,  0,  33.840,  0.98,  1, 0.00, 0.11, 0.43, 0.02, 0.00, 3.26, 0.09, 0.00, 0.00, 0.00, 0.36, 0.82, 0.00, 0.16, 0.07, 0.57, 1.43, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
848,  0,  33.880,  0.98,  1, 0.00, 0.03, 0.62, 0.00, 0.00, 3.48, 0.09, 0.00, 0.00, 0.00, 0.30, 0.65, 0.00, 0.02, 0.07, 0.56, 1.60, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
849,  0,  33.920,  0.98,  1, 0.00, 0.03, 0.58, 0.00, 0.00, 3.25, 0.03, 0.00, 0.00, 0.00, 0.14, 0.83, 0.00, 0.10, 0.00, 0.32, 0.74, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
850,  0,  33.960,  0.98,  1, 0.00, 0.03, 0.51, 0.00, 0.00, 2.89, 0.00, 0.00, 0.00, 0.00, 0.02, 0.81, 0.00, 0.19, 0.00, 0.25, 0.20, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
851,  0,  34.000,  0.98,  1, 0.00, 0.00, 0.46, 0.00, 0.00, 2.77, 0.05, 0.00, 0.01, 0.00, 0.10, 0.66, 0.00, 0.17, 0.28, 0.20, 0.07, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
852,  0,  34.040,  0.98,  1, 0.00, 0.00, 0.39, 0.00, 0.00, 2.74, 0.05, 0.00, 0.13, 0.00, 0.11, 0.37, 0.00, 0.08, 0.83, 0.10, 0.03, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
853,  0,  34.080,  0.98,  1, 0.00, 0.00, 0.31, 0.00, 0.00, 2.56, 0.05, 0.00, 0.31, 0.00, 0.11, 0.10, 0.00, 0.00, 1.35, 0.00, 0.03, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
854,  0,  34.120,  0.98,  1, 0.00, 0.00, 0.24, 0.00, 0.00, 2.57, 0.00, 0.00, 0.49, 0.00, 0.02, 0.02, 0.00, 0.00, 1.64, 0.04, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
855,  0,  34.160,  0.98,  1, 0.00, 0.00, 0.20, 0.00, 0.00, 2.47, 0.00, 0.03, 0.55, 0.00, 0.00, 0.00, 0.00, 0.00, 1.65, 0.13, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
856,  0,  34.200,  0.98,  1, 0.01, 0.00, 0.25, 0.00, 0.00, 2.58, 0.06, 0.04, 0.44, 0.00, 0.00, 0.02, 0.00, 0.00, 1.45, 0.59, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
857,  0,  34.240,  0.98,  1, 0.01, 0.00, 0.18, 0.00, 0.00, 2.49, 0.10, 0.04, 0.35, 0.00, 0.00, 0.02, 0.03, 0.00, 1.18, 0.91, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
858,  0,  34.280,  0.98,  1, 0.03, 0.01, 0.14, 0.00, 0.00, 2.31, 0.10, 0.01, 0.25, 0.00, 0.02, 0.02, 0.03, 0.00, 0.98, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
859,  0,  34.320,  0.98,  1, 0.06, 0.01, 0.02, 0.00, 0.00, 2.14, 0.04, 0.00, 0.31, 0.00, 0.02, 0.00, 0.05, 0.00, 1.08, 0.54, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
860,  0,  34.360,  0.98,  1, 0.10, 0.01, 0.02, 0.00, 0.00, 2.04, 0.00, 0.00, 0.33, 0.00, 0.02, 0.00, 0.02, 0.00, 1.20, 0.19, 0.03, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
861,  0,  34.400,  0.98,  1, 0.08, 0.00, 0.00, 0.03, 0.00, 2.00, 0.00, 0.00, 0.41, 0.00, 0.00, 0.00, 0.02, 0.00, 1.37, 0.01, 0.03, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
862,  0,  34.440,  0.98,  1, 0.13, 0.04, 0.05, 0.05, 0.00, 2.10, 0.00, 0.04, 0.42, 0.00, 0.00, 0.00, 0.00, 0.00, 1.41, 0.00, 0.03, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
863,  0,  34.480,  0.98,  1, 0.27, 0.05, 0.08, 0.08, 0.00, 2.13, 0.00, 0.06, 0.36, 0.00, 0.01, 0.03, 0.00, 0.00, 1.33, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
864,  0,  34.520,  0.98,  1, 0.37, 0.05, 0.08, 0.04, 0.00, 2.07, 0.00, 0.06, 0.19, 0.00, 0.03, 0.26, 0.06, 0.06, 0.79, 0.08, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
865,  0,  34.560,  0.98,  1, 0.36, 0.01, 0.06, 0.02, 0.00, 1.77, 0.00, 0.02, 0.07, 0.00, 0.07, 0.49, 0.16, 0.14, 0.33, 0.18, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
866,  0,  34.600,  0.98,  1, 0.25, 0.00, 0.12, 0.00, 0.00, 1.81, 0.00, 0.00, 0.00, 0.01, 0.06, 0.88, 0.37, 0.38, 0.00, 0.27, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
867,  0,  34.640,  0.98,  1, 0.16, 0.00, 0.30, 0.00, 0.00, 2.04, 0.00, 0.00, 0.00, 0.10, 0.17, 1.05, 0.60, 0.51, 0.00, 0.43, 0.09, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
868,  0,  34.680,  0.98,  1, 0.08, 0.00, 0.46, 0.00, 0.00, 2.27, 0.00, 0.15, 0.01, 0.21, 0.24, 1.10, 0.85, 0.44, 0.26, 0.94, 0.09, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
869,  0,  34.720,  0.98,  1, 0.01, 0.00, 0.53, 0.00, 0.00, 2.23, 0.00, 0.37, 0.09, 0.38, 0.30, 0.93, 1.04, 0.19, 0.54, 1.49, 0.11, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
870,  0,  34.760,  0.98,  1, 0.00, 0.00, 0.49, 0.00, 0.00, 2.18, 0.00, 0.62, 0.18, 0.48, 0.22, 0.78, 1.10, 0.00, 0.83, 1.90, 0.03, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00
871,  0,  34.800,  0.98,  1, 0.00, 0.00, 0.46, 0.00, 0.00, 2.20, 0.07, 0.64, 0.24, 0.50, 0.12, 0.80, 1.01, 0.00, 0.85, 1.82, 0.12, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00
872,  0,  34.840,  0.98,  1, 0.00, 0.00, 0.48, 0.00, 0.00, 2.29, 0.17, 0.65, 0.17, 0.32, 0.06, 0.81, 0.71, 0.00, 0.78, 1.80, 0.17, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00
873,  0,  34.880,  0.98,  1, 0.00, 0.00, 0.47, 0.00, 0.00, 2.36, 0.22, 0.59, 0.07, 0.14, 0.05, 0.83, 0.35, 0.00, 0.74, 1.83, 0.15, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
874,  0,  34.920,  0.98,  1, 0.00, 0.00, 0.43, 0.00, 0.00, 2.38, 0.20, 0.42, 0.01, 0.00, 0.05, 0.81, 0.09, 0.10, 0.57, 1.85, 0.07, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
875,  0,  34.960,  0.98,  1, 0.00, 0.00, 0.35, 0.00, 0.00, 2.31, 0.17, 0.22, 0.00, 0.00, 0.05, 0.79, 0.00, 0.19, 0.41, 1.82, 0.03, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
876,  0,  35.000,  0.98,  1, 0.00, 0.00, 0.29, 0.00, 0.00, 2.12, 0.11, 0.04, 0.00, 0.00, 0.00, 0.67, 0.00, 0.19, 0.27, 1.19, 0.03, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
877,  0,  35.040,  0.98,  1, 0.00, 0.00, 0.29, 0.00, 0.00, 1.94, 0.07, 0.04, 0.06, 0.00, 0.11, 0.41, 0.00, 0.09, 0.56, 0.68, 0.06, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
878,  0,  35.080,  0.98,  1, 0.00, 0.00, 0.35, 0.00, 0.00, 1.85, 0.00, 0.00, 0.19, 0.00, 0.30, 0.17, 0.00, 0.00, 1.18, 0.11, 0.03, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
879,  0,  35.120,  0.98,  1, 0.00, 0.00, 0.47, 0.00, 0.00, 1.94, 0.00, 0.00, 0.32, 0.00, 0.38, 0.05, 0.00, 0.00, 1.72, 0.05, 0.08, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
880,  0,  35.160,  0.98,  1, 0.00, 0.00, 0.54, 0.00, 0.00, 2.01, 0.00, 0.00, 0.38, 0.00, 0.31, 0.05, 0.00, 0.00, 1.95, 0.04, 0.11, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
881,  0,  35.200,  0.98,  1, 0.00, 0.00, 0.57, 0.00, 0.00, 2.01, 0.00, 0.06, 0.30, 0.00, 0.15, 0.05, 0.00, 0.00, 1.94, 0.10, 0.22, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
882,  0,  35.240,  0.98,  1, 0.00, 0.00, 0.54, 0.00, 0.00, 1.90, 0.00, 0.06, 0.28, 0.00, 0.09, 0.14, 0.00, 0.00, 1.76, 0.20, 0.23, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
883,  0,  35.280,  0.98,  1, 0.00, 0.00, 0.40, 0.00, 0.00, 1.91, 0.00, 0.06, 0.15, 0.00, 0.04, 0.51, 0.00, 0.07, 1.13, 0.28, 0.24, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
884,  0,  35.320,  0.98,  1, 0.00, 0.00, 0.27, 0.00, 0.00, 1.95, 0.00, 0.00, 0.10, 0.00, 0.02, 0.86, 0.00, 0.16, 0.46, 0.33, 0.13, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
885,  0,  35.360,  0.98,  1, 0.00, 0.00, 0.15, 0.00, 0.00, 2.03, 0.00, 0.00, 0.00, 0.00, 0.00, 1.10, 0.00, 0.26, 0.00, 0.40, 0.06, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
886,  0,  35.400,  0.98,  1, 0.00, 0.00, 0.17, 0.10, 0.00, 1.98, 0.00, 0.00, 0.01, 0.00, 0.03, 1.00, 0.00, 0.35, 0.00, 0.38, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
887,  0,  35.440,  0.98,  1, 0.00, 0.00, 0.16, 0.10, 0.00, 1.98, 0.00, 0.00, 0.01, 0.00, 0.06, 0.95, 0.00, 0.41, 0.00, 0.38, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
888,  0,  35.480,  0.98,  1, 0.00, 0.00, 0.19, 0.17, 0.00, 1.97, 0.00, 0.00, 0.01, 0.00, 0.11, 0.80, 0.00, 0.45, 0.00, 0.31, 0.03, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
889,  0,  35.520,  0.98,  1, 0.00, 0.01, 0.20, 0.08, 0.00, 1.93, 0.00, 0.00, 0.00, 0.00, 0.17, 0.69, 0.00, 0.34, 0.02, 0.56, 0.03, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
890,  0,  35.560,  0.98,  1, 0.00, 0.05, 0.26, 0.08, 0.00, 1.90, 0.00, 0.00, 0.00, 0.00, 0.26, 0.56, 0.00, 0.24, 0.06, 0.72, 0.03, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
891,  0,  35.600,  0.98,  1, 0.00, 0.05, 0.27, 0.01, 0.00, 1.96, 0.00, 0.00, 0.00, 0.00, 0.30, 0.45, 0.00, 0.10, 0.15, 0.98, 0.07, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
892,  0,  35.640,  0.98,  1, 0.00, 0.04, 0.31, 0.00, 0.00, 2.48, 0.07, 0.00, 0.00, 0.00, 0.41, 0.56, 0.00, 0.09, 0.13, 0.87, 0.57, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
893,  0,  35.680,  0.98,  1, 0.00, 0.01, 0.36, 0.00, 0.00, 2.86, 0.07, 0.00, 0.00, 0.04, 0.62, 0.83, 0.00, 0.18, 0.09, 0.71, 1.58, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
894,  0,  35.720,  0.98,  1, 0.00, 0.04, 0.46, 0.00, 0.07, 3.47, 0.10, 0.00, 0.00, 0.11, 0.70, 1.14, 0.06, 0.40, 0.00, 0.36, 2.24, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
895,  0,  35.760,  0.98,  1, 0.00, 0.09, 0.51, 0.00, 0.12, 3.65, 0.07, 0.00, 0.01, 0.22, 0.66, 1.29, 0.11, 0.57, 0.00, 0.14, 2.46, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
896,  0,  35.800,  0.98,  1, 0.00, 0.08, 0.40, 0.00, 0.12, 3.46, 0.07, 0.00, 0.01, 0.27, 0.45, 1.25, 0.22, 0.69, 0.00, 0.04, 1.69, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
897,  0,  35.840,  0.98,  1, 0.00, 0.20, 0.23, 0.00, 0.06, 2.83, 0.04, 0.00, 0.01, 0.33, 0.36, 1.27, 0.21, 0.79, 0.00, 0.05, 1.29, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
898,  0,  35.880,  0.98,  1, 0.00, 0.22, 0.04, 0.00, 0.00, 2.29, 0.00, 0.00, 0.01, 0.24, 0.28, 1.24, 0.22, 0.86, 0.00, 0.05, 0.56, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
899,  0,  35.920,  0.98,  1, 0.00, 0.23, 0.00, 0.00, 0.00, 2.11, 0.00, 0.00, 0.00, 0.19, 0.22, 1.26, 0.17, 0.83, 0.00, 0.01, 0.36, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
900,  0,  35.960,  0.98,  1, 0.00, 0.20, 0.00, 0.00, 0.00, 2.11, 0.00, 0.00, 0.00, 0.09, 0.21, 1.25, 0.13, 0.78, 0.00, 0.00, 0.07, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
901,  0,  36.000,  0.98,  1, 0.00, 0.26, 0.00, 0.00, 0.00, 2.10, 0.00, 0.00, 0.00, 0.07, 0.33, 1.22, 0.14, 0.76, 0.00, 0.03, 0.16, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
902,  0,  36.040,  0.98,  1, 0.00, 0.30, 0.00, 0.00, 0.00, 2.18, 0.00, 0.00, 0.00, 0.04, 0.47, 1.17, 0.09, 0.69, 0.00, 0.12, 0.12, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
903,  0,  36.080,  0.98,  1, 0.00, 0.18, 0.00, 0.00, 0.00, 2.38, 0.00, 0.00, 0.00, 0.01, 0.51, 1.01, 0.08, 0.43, 0.00, 0.19, 0.09, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
904,  0,  36.120,  0.98,  1, 0.00, 0.05, 0.00, 0.00, 0.00, 2.43, 0.00, 0.00, 0.00, 0.00, 0.43, 0.78, 0.00, 0.18, 0.03, 0.38, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
905,  0,  36.160,  0.98,  1, 0.00, 0.03, 0.00, 0.00, 0.00, 2.46, 0.00, 0.00, 0.00, 0.00, 0.35, 0.58, 0.00, 0.00, 0.13, 0.52, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
906,  0,  36.200,  0.98,  1, 0.00, 0.03, 0.00, 0.00, 0.00, 2.29, 0.00, 0.00, 0.00, 0.00, 0.37, 0.46, 0.01, 0.00, 0.23, 0.79, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
907,  0,  36.240,  0.98,  1, 0.00, 0.03, 0.00, 0.00, 0.00, 2.19, 0.02, 0.00, 0.00, 0.00, 0.44, 0.36, 0.01, 0.00, 0.35, 0.88, 0.02, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
908,  0,  36.280,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.00, 2.14, 0.07, 0.00, 0.00, 0.00, 0.56, 0.22, 0.01, 0.00, 0.36, 0.92, 0.02, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
