frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1,  0,  0.000,  0.98,  1, 0.00, 0.00, 0.46, 0.00, 0.00, 1.96, 0.06, 0.58, 0.33, 0.00, 0.00, 0.41, 0.00, 0.00, 1.03, 0.84, 0.20, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2,  0,  0.040,  0.98,  1, 0.00, 0.00, 0.40, 0.00, 0.00, 2.31, 0.02, 0.51, 0.24, 0.00, 0.00, 0.60, 0.07, 0.02, 0.61, 1.10, 0.15, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3,  0,  0.080,  0.98,  1, 0.01, 0.00, 0.33, 0.00, 0.00, 2.45, 0.00, 0.38, 0.15, 0.00, 0.00, 0.68, 0.09, 0.09, 0.27, 1.13, 0.09, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
4,  0,  0.120,  0.98,  1, 0.02, 0.00, 0.21, 0.00, 0.00, 2.46, 0.00, 0.26, 0.03, 0.00, 0.00, 0.79, 0.06, 0.16, 0.00, 1.19, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
5,  0,  0.160,  0.98,  1, 0.03, 0.00, 0.11, 0.00, 0.00, 2.53, 0.00, 0.31, 0.05, 0.00, 0.00, 0.79, 0.02, 0.20, 0.00, 1.18, 0.04, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
6,  0,  0.200,  0.98,  1, 0.05, 0.00, 0.03, 0.00, 0.00, 2.48, 0.00, 0.34, 0.17, 0.00, 0.10, 0.71, 0.00, 0.13, 0.19, 1.11, 0.04, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7,  0,  0.240,  0.98,  1, 0.04, 0.00, 0.01, 0.00, 0.00, 2.26, 0.00, 0.32, 0.39, 0.00, 0.21, 0.46, 0.00, 0.08, 0.77, 0.67, 0.04, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
8,  0,  0.280,  0.98,  1, 0.03, 0.00, 0.00, 0.00, 0.00, 2.00, 0.00, 0.28, 0.65, 0.00, 0.36, 0.21, 0.03, 0.02, 1.31, 0.24, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
9,  0,  0.320,  0.98,  1, 0.04, 0.03, 0.00, 0.04, 0.00, 1.81, 0.00, 0.24, 0.78, 0.00, 0.39, 0.12, 0.05, 0.02, 1.71, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
10,  0,  0.360,  0.98,  1, 0.07, 0.03, 0.00, 0.04, 0.00, 1.75, 0.00, 0.19, 0.80, 0.00, 0.38, 0.09, 0.07, 0.00, 1.71, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
11,  0,  0.400,  0.98,  1, 0.12, 0.04, 0.00, 0.04, 0.00, 1.75, 0.00, 0.22, 0.78, 0.00, 0.35, 0.06, 0.07, 0.00, 1.68, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
12,  0,  0.440,  0.98,  1, 0.10, 0.02, 0.00, 0.00, 0.00, 1.82, 0.00, 0.26, 0.78, 0.00, 0.37, 0.06, 0.10, 0.00, 1.61, 0.01, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
13,  0,  0.480,  0.98,  1, 0.33, 0.12, 0.00, 0.10, 0.00, 1.90, 0.00, 0.20, 0.52, 0.00, 0.33, 0.24, 0.21, 0.07, 1.04, 0.01, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
14,  0,  0.520,  0.98,  1, 0.58, 0.30, 0.00, 0.15, 0.00, 2.00, 0.00, 0.09, 0.33, 0.00, 0.22, 0.42, 0.28, 0.15, 0.53, 0.02, 0.03, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
15,  0,  0.560,  0.98,  1, 0.82, 0.40, 0.00, 0.16, 0.00, 2.06, 0.00, 0.00, 0.12, 0.00, 0.07, 0.59, 0.28, 0.26, 0.01, 0.11, 0.03, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
16,  0,  0.600,  0.98,  1, 0.96, 0.39, 0.00, 0.06, 0.00, 2.04, 0.00, 0.00, 0.11, 0.11, 0.22, 0.83, 0.35, 0.42, 0.01, 0.19, 0.03, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
17,  0,  0.640,  0.98,  1, 1.07, 0.28, 0.07, 0.00, 0.00, 1.96, 0.00, 0.01, 0.06, 0.29, 0.54, 1.05, 0.54, 0.54, 0.00, 0.24, 0.06, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
18,  0,  0.680,  0.98,  1, 1.06, 0.18, 0.13, 0.00, 0.00, 2.04, 0.00, 0.04, 0.03, 0.43, 0.74, 1.20, 0.76, 0.57, 0.00, 0.18, 0.15, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
19,  0,  0.720,  0.98,  1, 0.80, 0.09, 0.16, 0.00, 0.00, 2.04, 0.00, 0.20, 0.19, 0.42, 0.67, 0.92, 0.81, 0.37, 0.41, 0.22, 0.17, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
20,  0,  0.760,  0.98,  1, 0.51, 0.00, 0.12, 0.00, 0.00, 2.04, 0.00, 0.33, 0.34, 0.34, 0.50, 0.67, 0.75, 0.22, 0.82, 0.23, 0.15, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
21,  0,  0.800,  0.98,  1, 0.27, 0.00, 0.16, 0.00, 0.00, 2.01, 0.00, 0.50, 0.52, 0.24, 0.31, 0.52, 0.62, 0.09, 1.18, 0.54, 0.07, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
22,  0,  0.840,  0.98,  1, 0.17, 0.00, 0.25, 0.00, 0.00, 2.03, 0.00, 0.63, 0.54, 0.21, 0.17, 0.56, 0.46, 0.05, 1.07, 0.84, 0.04, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00
23,  0,  0.880,  0.98,  1, 0.04, 0.00, 0.28, 0.00, 0.00, 1.99, 0.00, 0.63, 0.61, 0.17, 0.01, 0.49, 0.40, 0.01, 1.10, 0.81, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00
24,  0,  0.920,  0.98,  1, 0.02, 0.00, 0.20, 0.00, 0.00, 1.83, 0.00, 0.57, 0.61, 0.17, 0.01, 0.40, 0.49, 0.01, 1.12, 0.45, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00
25,  0,  0.960,  0.98,  1, 0.00, 0.00, 0.12, 0.00, 0.00, 1.84, 0.00, 0.39, 0.61, 0.16, 0.00, 0.27, 0.62, 0.01, 1.23, 0.02, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00
26,  0,  1.000,  0.98,  1, 0.00, 0.00, 0.09, 0.00, 0.00, 2.01, 0.02, 0.41, 0.57, 0.10, 0.00, 0.34, 0.59, 0.07, 1.03, 0.13, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00
27,  0,  1.040,  0.98,  1, 0.00, 0.00, 0.09, 0.00, 0.00, 2.14, 0.06, 0.35, 0.51, 0.18, 0.00, 0.33, 0.55, 0.12, 0.84, 0.13, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00
28,  0,  1.080,  0.98,  1, 0.00, 0.00, 0.09, 0.00, 0.00, 2.21, 0.11, 0.36, 0.52, 0.24, 0.00, 0.33, 0.47, 0.12, 0.91, 0.13, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00
29,  0,  1.120,  0.98,  1, 0.00, 0.00, 0.09, 0.00, 0.00, 2.00, 0.09, 0.25, 0.54, 0.33, 0.00, 0.22, 0.48, 0.05, 1.15, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00
30,  0,  1.160,  0.98,  1, 0.00, 0.00, 0.09, 0.00, 0.00, 1.86, 0.06, 0.25, 0.61, 0.34, 0.00, 0.18, 0.39, 0.02, 1.42, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00
31,  0,  1.200,  0.98,  1, 0.00, 0.00, 0.26, 0.00, 0.12, 2.19, 0.06, 0.21, 0.66, 0.33, 0.00, 0.15, 0.43, 0.02, 1.33, 0.00, 0.26, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00
32,  0,  1.240,  0.98,  1, 0.00, 0.00, 0.46, 0.00, 0.20, 2.64, 0.15, 0.23, 0.61, 0.43, 0.02, 0.30, 0.45, 0.00, 0.98, 0.02, 1.31, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00
33,  0,  1.280,  0.98,  1, 0.00, 0.00, 0.68, 0.00, 0.29, 3.17, 0.24, 0.15, 0.43, 0.52, 0.16, 0.68, 0.68, 0.11, 0.52, 0.02, 2.11, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
34,  0,  1.320,  0.98,  1, 0.00, 0.00, 0.75, 0.00, 0.27, 3.26, 0.36, 0.07, 0.21, 0.74, 0.33, 1.14, 0.79, 0.23, 0.12, 0.02, 2.37, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
35,  0,  1.360,  0.98,  1, 0.00, 0.00, 0.76, 0.00, 0.27, 3.36, 0.42, 0.00, 0.07, 0.85, 0.44, 1.45, 0.90, 0.34, 0.00, 0.00, 1.88, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
36,  0,  1.400,  0.98,  1, 0.00, 0.00, 0.65, 0.00, 0.19, 3.18, 0.37, 0.00, 0.12, 0.88, 0.32, 1.48, 0.81, 0.46, 0.00, 0.03, 1.23, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
37,  0,  1.440,  0.98,  1, 0.00, 0.00, 0.55, 0.00, 0.08, 2.87, 0.23, 0.00, 0.11, 0.77, 0.27, 1.46, 0.75, 0.60, 0.00, 0.03, 0.82, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00
38,  0,  1.480,  0.98,  1, 0.00, 0.00, 0.43, 0.00, 0.00, 2.56, 0.11, 0.00, 0.09, 0.64, 0.20, 1.42, 0.69, 0.75, 0.00, 0.10, 0.38, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
39,  0,  1.520,  0.98,  1, 0.00, 0.00, 0.40, 0.00, 0.00, 2.43, 0.07, 0.00, 0.03, 0.58, 0.19, 1.39, 0.68, 0.67, 0.00, 0.13, 0.33, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
40,  0,  1.560,  0.98,  1, 0.00, 0.00, 0.31, 0.00, 0.00, 2.41, 0.03, 0.00, 0.04, 0.51, 0.07, 1.30, 0.73, 0.56, 0.00, 0.17, 0.31, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
41,  0,  1.600,  0.98,  1, 0.00, 0.00, 0.35, 0.00, 0.00, 2.46, 0.07, 0.12, 0.04, 0.44, 0.00, 1.14, 0.69, 0.38, 0.00, 0.29, 0.23, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
42,  0,  1.640,  0.98,  1, 0.00, 0.00, 0.40, 0.00, 0.00, 2.50, 0.14, 0.26, 0.06, 0.31, 0.00, 0.97, 0.62, 0.27, 0.02, 0.40, 0.18, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
43,  0,  1.680,  0.98,  1, 0.00, 0.00, 0.44, 0.00, 0.00, 2.42, 0.22, 0.38, 0.07, 0.26, 0.00, 0.81, 0.54, 0.19, 0.04, 0.56, 0.11, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
44,  0,  1.720,  0.98,  1, 0.00, 0.00, 0.43, 0.00, 0.00, 2.34, 0.24, 0.37, 0.10, 0.27, 0.00, 0.85, 0.54, 0.16, 0.08, 0.62, 0.10, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
45,  0,  1.760,  0.98,  1, 0.00, 0.00, 0.43, 0.00, 0.00, 2.31, 0.28, 0.35, 0.11, 0.33, 0.00, 0.93, 0.54, 0.17, 0.12, 0.72, 0.08, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
46,  0,  1.800,  0.98,  1, 0.00, 0.00, 0.39, 0.00, 0.00, 2.29, 0.32, 0.37, 0.12, 0.32, 0.00, 0.92, 0.51, 0.13, 0.11, 0.71, 0.10, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
47,  0,  1.840,  0.98,  1, 0.00, 0.00, 0.33, 0.00, 0.00, 2.23, 0.32, 0.37, 0.13, 0.26, 0.00, 0.88, 0.47, 0.09, 0.07, 0.64, 0.07, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
48,  0,  1.880,  0.98,  1, 0.00, 0.00, 0.32, 0.00, 0.00, 2.18, 0.30, 0.40, 0.15, 0.19, 0.00, 0.78, 0.43, 0.03, 0.09, 0.57, 0.05, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
49,  0,  1.920,  0.98,  1, 0.00, 0.00, 0.33, 0.00, 0.00, 2.14, 0.26, 0.46, 0.18, 0.09, 0.00, 0.71, 0.38, 0.02, 0.17, 0.57, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
50,  0,  1.960,  0.98,  1, 0.00, 0.00, 0.35, 0.00, 0.00, 2.12, 0.22, 0.55, 0.22, 0.04, 0.00, 0.62, 0.35, 0.00, 0.24, 0.55, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
51,  0,  2.000,  0.98,  1, 0.00, 0.00, 0.36, 0.00, 0.00, 2.14, 0.14, 0.66, 0.28, 0.00, 0.00, 0.48, 0.22, 0.00, 0.54, 0.71, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
52,  0,  2.040,  0.98,  1, 0.00, 0.00, 0.36, 0.00, 0.00, 2.16, 0.07, 0.69, 0.30, 0.00, 0.00, 0.44, 0.15, 0.00, 0.77, 0.86, 0.01, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
53,  0,  2.080,  0.98,  1, 0.00, 0.00, 0.36, 0.00, 0.00, 2.32, 0.02, 0.57, 0.21, 0.00, 0.00, 0.53, 0.13, 0.02, 0.76, 1.09, 0.01, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
54,  0,  2.120,  0.98,  1, 0.00, 0.00, 0.29, 0.00, 0.00, 2.33, 0.01, 0.36, 0.11, 0.00, 0.00, 0.69, 0.19, 0.05, 0.39, 0.95, 0.01, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
55,  0,  2.160,  0.98,  1, 0.02, 0.00, 0.26, 0.00, 0.00, 2.48, 0.00, 0.19, 0.01, 0.00, 0.00, 0.87, 0.22, 0.11, 0.05, 0.88, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
56,  0,  2.200,  0.98,  1, 0.11, 0.02, 0.22, 0.00, 0.00, 2.35, 0.00, 0.18, 0.10, 0.00, 0.01, 0.75, 0.22, 0.09, 0.17, 0.90, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
57,  0,  2.240,  0.98,  1, 0.26, 0.17, 0.14, 0.00, 0.00, 2.17, 0.00, 0.28, 0.24, 0.00, 0.02, 0.64, 0.15, 0.05, 0.48, 1.02, 0.04, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
58,  0,  2.280,  0.98,  1, 0.29, 0.17, 0.06, 0.00, 0.00, 2.04, 0.00, 0.32, 0.44, 0.00, 0.13, 0.43, 0.08, 0.01, 1.12, 0.82, 0.04, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
59,  0,  2.320,  0.98,  1, 0.28, 0.17, 0.00, 0.00, 0.00, 1.93, 0.00, 0.35, 0.58, 0.00, 0.26, 0.36, 0.00, 0.01, 1.64, 0.44, 0.04, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
60,  0,  2.360,  0.98,  1, 0.22, 0.06, 0.00, 0.00, 0.00, 1.95, 0.00, 0.32, 0.66, 0.00, 0.41, 0.33, 0.00, 0.01, 2.00, 0.11, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
61,  0,  2.400,  0.98,  1, 0.28, 0.06, 0.00, 0.00, 0.00, 1.91, 0.00, 0.37, 0.69, 0.00, 0.41, 0.32, 0.00, 0.01, 2.00, 0.04, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
62,  0,  2.440,  0.98,  1, 0.32, 0.10, 0.00, 0.00, 0.00, 2.01, 0.00, 0.44, 0.71, 0.00, 0.37, 0.30, 0.00, 0.02, 1.78, 0.02, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
63,  0,  2.480,  0.98,  1, 0.38, 0.06, 0.00, 0.00, 0.00, 2.08, 0.00, 0.54, 0.72, 0.00, 0.36, 0.17, 0.01, 0.02, 1.67, 0.02, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
64,  0,  2.520,  0.98,  1, 0.39, 0.06, 0.00, 0.00, 0.00, 2.31, 0.00, 0.70, 0.72, 0.00, 0.43, 0.09, 0.05, 0.01, 1.67, 0.05, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
65,  0,  2.560,  0.98,  1, 0.44, 0.02, 0.00, 0.00, 0.00, 2.50, 0.00, 0.81, 0.70, 0.00, 0.47, 0.08, 0.10, 0.00, 1.82, 0.10, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
66,  0,  2.600,  0.98,  1, 0.58, 0.03, 0.14, 0.00, 0.00, 2.65, 0.00, 0.96, 0.53, 0.00, 0.33, 0.35, 0.11, 0.00, 1.49, 0.68, 0.01, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
67,  0,  2.640,  0.98,  1, 0.71, 0.03, 0.28, 0.00, 0.00, 2.53, 0.02, 1.02, 0.35, 0.00, 0.14, 0.65, 0.07, 0.03, 0.96, 1.47, 0.04, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
68,  0,  2.680,  0.98,  1, 0.80, 0.01, 0.39, 0.00, 0.00, 2.36, 0.03, 0.89, 0.12, 0.00, 0.00, 0.93, 0.01, 0.14, 0.37, 2.17, 0.14, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
69,  0,  2.720,  0.98,  1, 0.68, 0.00, 0.35, 0.00, 0.00, 2.25, 0.02, 0.80, 0.08, 0.00, 0.00, 1.02, 0.00, 0.23, 0.15, 2.06, 0.12, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
70,  0,  2.760,  0.98,  1, 0.65, 0.00, 0.30, 0.00, 0.00, 2.19, 0.01, 0.65, 0.03, 0.00, 0.00, 1.06, 0.00, 0.30, 0.04, 1.78, 0.09, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
71,  0,  2.800,  0.98,  1, 0.42, 0.00, 0.34, 0.00, 0.00, 2.21, 0.00, 0.65, 0.08, 0.00, 0.00, 1.12, 0.00, 0.36, 0.05, 1.65, 0.05, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
