frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
2993,  0,  110.815,  0.98,  1, 0.12, 0.03, 0.18, 0.00, 0.00, 1.37, 0.01, 0.07, 0.18, 0.00, 0.26, 0.27, 0.00, 0.00, 0.73, 0.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
2994,  0,  110.852,  0.98,  1, 0.13, 0.05, 0.14, 0.00, 0.00, 1.46, 0.01, 0.01, 0.11, 0.00, 0.29, 0.41, 0.00, 0.00, 0.42, 0.07, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2995,  0,  110.889,  0.98,  1, 0.15, 0.10, 0.19, 0.02, 0.00, 1.57, 0.05, 0.01, 0.09, 0.00, 0.27, 0.37, 0.00, 0.00, 0.08, 0.09, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2996,  0,  110.926,  0.98,  1, 0.14, 0.07, 0.26, 0.03, 0.00, 1.52, 0.04, 0.01, 0.11, 0.00, 0.20, 0.25, 0.00, 0.00, 0.06, 0.09, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2997,  0,  110.963,  0.98,  1, 0.06, 0.05, 0.31, 0.04, 0.00, 1.45, 0.04, 0.00, 0.13, 0.00, 0.14, 0.12, 0.00, 0.00, 0.25, 0.10, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2998,  0,  111.000,  0.98,  1, 0.09, 0.00, 0.27, 0.02, 0.00, 1.36, 0.00, 0.02, 0.17, 0.00, 0.12, 0.07, 0.00, 0.00, 0.49, 0.12, 0.04, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2999,  0,  111.037,  0.98,  1, 0.10, 0.00, 0.22, 0.01, 0.00, 1.46, 0.00, 0.11, 0.21, 0.00, 0.15, 0.05, 0.00, 0.00, 0.73, 0.12, 0.09, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3000,  0,  111.074,  0.98,  1, 0.14, 0.04, 0.16, 0.01, 0.00, 1.49, 0.00, 0.10, 0.25, 0.00, 0.13, 0.06, 0.00, 0.00, 0.83, 0.22, 0.09, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3001,  0,  111.111,  0.98,  1, 0.08, 0.07, 0.12, 0.01, 0.00, 1.52, 0.00, 0.09, 0.26, 0.00, 0.14, 0.12, 0.00, 0.00, 0.77, 0.27, 0.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3002,  0,  111.148,  0.98,  1, 0.05, 0.08, 0.08, 0.01, 0.00, 1.43, 0.00, 0.00, 0.24, 0.00, 0.07, 0.18, 0.00, 0.00, 0.47, 0.32, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3003,  0,  111.185,  0.98,  1, 0.00, 0.08, 0.10, 0.00, 0.00, 1.33, 0.00, 0.00, 0.22, 0.00, 0.06, 0.26, 0.00, 0.00, 0.18, 0.18, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3004,  0,  111.222,  0.98,  1, 0.01, 0.05, 0.10, 0.00, 0.00, 1.31, 0.00, 0.00, 0.20, 0.00, 0.01, 0.37, 0.00, 0.00, 0.00, 0.25, 0.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3005,  0,  111.259,  0.98,  1, 0.03, 0.07, 0.07, 0.00, 0.00, 1.36, 0.00, 0.00, 0.17, 0.00, 0.01, 0.40, 0.00, 0.00, 0.13, 0.47, 0.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3006,  0,  111.296,  0.98,  1, 0.06, 0.03, 0.04, 0.00, 0.00, 1.42, 0.00, 0.00, 0.15, 0.00, 0.00, 0.32, 0.00, 0.00, 0.41, 0.82, 0.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3007,  0,  111.333,  0.98,  1, 0.09, 0.03, 0.05, 0.00, 0.00, 1.43, 0.00, 0.00, 0.17, 0.00, 0.00, 0.16, 0.00, 0.00, 0.62, 0.96, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3008,  0,  111.370,  0.98,  1, 0.11, 0.00, 0.08, 0.00, 0.00, 1.31, 0.00, 0.00, 0.20, 0.00, 0.00, 0.14, 0.06, 0.02, 0.54, 0.85, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3009,  0,  111.407,  0.98,  1, 0.08, 0.00, 0.07, 0.00, 0.00, 1.32, 0.00, 0.00, 0.23, 0.00, 0.00, 0.21, 0.24, 0.13, 0.26, 0.68, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3010,  0,  111.444,  0.98,  1, 0.04, 0.01, 0.07, 0.00, 0.00, 1.42, 0.00, 0.00, 0.25, 0.00, 0.00, 0.29, 0.41, 0.28, 0.05, 0.49, 0.08, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3011,  0,  111.481,  0.98,  1, 0.00, 0.01, 0.10, 0.00, 0.00, 1.52, 0.00, 0.00, 0.25, 0.00, 0.00, 0.32, 0.48, 0.34, 0.00, 0.43, 0.13, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3012,  0,  111.519,  0.98,  1, 0.00, 0.01, 0.14, 0.00, 0.00, 1.55, 0.00, 0.00, 0.25, 0.00, 0.00, 0.26, 0.40, 0.28, 0.04, 0.41, 0.17, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3013,  0,  111.556,  0.98,  1, 0.00, 0.01, 0.19, 0.00, 0.00, 1.43, 0.00, 0.00, 0.22, 0.00, 0.00, 0.19, 0.32, 0.19, 0.11, 0.42, 0.09, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3014,  0,  111.593,  0.98,  1, 0.01, 0.07, 0.22, 0.00, 0.00, 1.50, 0.00, 0.00, 0.21, 0.00, 0.00, 0.08, 0.28, 0.17, 0.16, 0.36, 0.04, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3015,  0,  111.630,  0.98,  1, 0.01, 0.13, 0.22, 0.00, 0.00, 1.47, 0.00, 0.00, 0.21, 0.00, 0.00, 0.02, 0.20, 0.14, 0.23, 0.30, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3016,  0,  111.667,  0.98,  1, 0.02, 0.15, 0.22, 0.00, 0.00, 1.50, 0.00, 0.00, 0.21, 0.00, 0.00, 0.02, 0.19, 0.10, 0.24, 0.32, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3017,  0,  111.704,  0.98,  1, 0.04, 0.09, 0.19, 0.00, 0.00, 1.32, 0.00, 0.00, 0.19, 0.00, 0.00, 0.03, 0.17, 0.05, 0.35, 0.29, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3018,  0,  111.741,  0.98,  1, 0.14, 0.12, 0.18, 0.00, 0.00, 1.30, 0.00, 0.00, 0.17, 0.00, 0.03, 0.06, 0.21, 0.02, 0.38, 0.31, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3019,  0,  111.778,  0.98,  1, 0.14, 0.10, 0.17, 0.00, 0.00, 1.17, 0.00, 0.00, 0.14, 0.00, 0.11, 0.11, 0.18, 0.00, 0.43, 0.25, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3020,  0,  111.815,  0.98,  1, 0.12, 0.10, 0.15, 0.00, 0.00, 1.22, 0.00, 0.00, 0.12, 0.00, 0.18, 0.14, 0.14, 0.00, 0.42, 0.28, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3021,  0,  111.852,  0.98,  1, 0.03, 0.08, 0.15, 0.00, 0.00, 1.26, 0.00, 0.00, 0.11, 0.00, 0.19, 0.17, 0.10, 0.00, 0.44, 0.25, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3022,  0,  111.889,  0.98,  1, 0.06, 0.07, 0.17, 0.00, 0.00, 1.37, 0.00, 0.00, 0.15, 0.00, 0.16, 0.16, 0.06, 0.00, 0.48, 0.27, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3023,  0,  111.926,  0.98,  1, 0.11, 0.10, 0.19, 0.00, 0.00, 1.58, 0.00, 0.00, 0.19, 0.00, 0.10, 0.13, 0.03, 0.00, 0.57, 0.27, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3024,  0,  111.963,  0.98,  1, 0.15, 0.04, 0.22, 0.00, 0.00, 1.60, 0.00, 0.00, 0.18, 0.00, 0.12, 0.08, 0.00, 0.01, 0.63, 0.32, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3025,  0,  112.000,  0.98,  1, 0.19, 0.05, 0.20, 0.00, 0.00, 1.58, 0.00, 0.00, 0.15, 0.00, 0.14, 0.11, 0.00, 0.01, 0.62, 0.35, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3026,  0,  112.037,  0.98,  1, 0.18, 0.03, 0.19, 0.00, 0.00, 1.44, 0.00, 0.00, 0.12, 0.00, 0.15, 0.14, 0.00, 0.01, 0.63, 0.40, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3027,  0,  112.074,  0.98,  1, 0.16, 0.01, 0.18, 0.00, 0.00, 1.41, 0.00, 0.00, 0.13, 0.00, 0.12, 0.15, 0.00, 0.00, 0.58, 0.37, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3028,  0,  112.111,  0.98,  1, 0.11, 0.00, 0.19, 0.00, 0.00, 1.48, 0.00, 0.00, 0.11, 0.00, 0.06, 0.15, 0.00, 0.00, 0.57, 0.35, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3029,  0,  112.148,  0.98,  1, 0.07, 0.00, 0.20, 0.00, 0.00, 1.53, 0.00, 0.00, 0.10, 0.00, 0.02, 0.18, 0.00, 0.00, 0.50, 0.33, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3030,  0,  112.185,  0.98,  1, 0.03, 0.00, 0.18, 0.00, 0.00, 1.53, 0.00, 0.00, 0.11, 0.00, 0.00, 0.18, 0.00, 0.00, 0.55, 0.41, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3031,  0,  112.222,  0.98,  1, 0.01, 0.00, 0.17, 0.00, 0.00, 1.48, 0.00, 0.01, 0.12, 0.00, 0.04, 0.17, 0.00, 0.00, 0.61, 0.40, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3032,  0,  112.259,  0.98,  1, 0.00, 0.00, 0.15, 0.00, 0.00, 1.40, 0.00, 0.01, 0.11, 0.00, 0.09, 0.13, 0.00, 0.02, 0.65, 0.36, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3033,  0,  112.296,  0.98,  1, 0.00, 0.00, 0.13, 0.00, 0.00, 1.44, 0.00, 0.01, 0.09, 0.00, 0.16, 0.19, 0.00, 0.05, 0.62, 0.35, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3034,  0,  112.333,  0.98,  1, 0.00, 0.00, 0.10, 0.00, 0.00, 1.51, 0.00, 0.00, 0.09, 0.00, 0.17, 0.32, 0.00, 0.06, 0.53, 0.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3035,  0,  112.370,  0.98,  1, 0.04, 0.05, 0.11, 0.08, 0.00, 1.68, 0.02, 0.00, 0.06, 0.00, 0.14, 0.48, 0.00, 0.04, 0.43, 0.65, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3036,  0,  112.407,  0.98,  1, 0.09, 0.12, 0.18, 0.17, 0.00, 1.67, 0.09, 0.00, 0.06, 0.00, 0.15, 0.56, 0.00, 0.01, 0.31, 0.72, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3037,  0,  112.444,  0.98,  1, 0.09, 0.15, 0.16, 0.18, 0.00, 1.60, 0.09, 0.00, 0.08, 0.00, 0.14, 0.54, 0.00, 0.12, 0.17, 0.57, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3038,  0,  112.481,  0.98,  1, 0.05, 0.12, 0.09, 0.12, 0.00, 1.46, 0.07, 0.00, 0.16, 0.00, 0.11, 0.57, 0.00, 0.34, 0.05, 0.40, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3039,  0,  112.519,  0.98,  1, 0.00, 0.05, 0.01, 0.05, 0.00, 1.48, 0.00, 0.00, 0.22, 0.00, 0.04, 0.55, 0.00, 0.59, 0.00, 0.22, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3040,  0,  112.556,  0.98,  1, 0.00, 0.03, 0.05, 0.06, 0.00, 1.75, 0.00, 0.00, 0.23, 0.00, 0.00, 0.47, 0.02, 0.48, 0.11, 0.48, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3041,  0,  112.593,  0.98,  1, 0.00, 0.00, 0.10, 0.04, 0.00, 1.96, 0.00, 0.00, 0.20, 0.00, 0.00, 0.37, 0.02, 0.26, 0.33, 0.81, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3042,  0,  112.630,  0.98,  1, 0.09, 0.00, 0.19, 0.02, 0.00, 2.00, 0.01, 0.00, 0.14, 0.00, 0.00, 0.39, 0.02, 0.00, 0.56, 1.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3043,  0,  112.667,  0.98,  1, 0.13, 0.00, 0.24, 0.00, 0.00, 1.77, 0.04, 0.00, 0.07, 0.00, 0.06, 0.41, 0.01, 0.00, 0.45, 0.86, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3044,  0,  112.704,  0.98,  1, 0.17, 0.00, 0.22, 0.00, 0.00, 1.61, 0.04, 0.00, 0.03, 0.00, 0.13, 0.47, 0.01, 0.00, 0.23, 0.51, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3045,  0,  112.741,  0.98,  1, 0.15, 0.00, 0.15, 0.00, 0.00, 1.64, 0.03, 0.00, 0.00, 0.00, 0.16, 0.46, 0.00, 0.01, 0.00, 0.32, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3046,  0,  112.778,  0.98,  1, 0.16, 0.00, 0.06, 0.00, 0.00, 1.67, 0.00, 0.00, 0.00, 0.00, 0.13, 0.57, 0.00, 0.01, 0.00, 0.18, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3047,  0,  112.815,  0.98,  1, 0.17, 0.00, 0.06, 0.00, 0.00, 1.75, 0.00, 0.00, 0.00, 0.00, 0.13, 0.60, 0.00, 0.02, 0.00, 0.14, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3048,  0,  112.852,  0.98,  1, 0.14, 0.02, 0.07, 0.01, 0.00, 1.70, 0.00, 0.00, 0.00, 0.00, 0.18, 0.57, 0.00, 0.01, 0.00, 0.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3049,  0,  112.889,  0.98,  1, 0.09, 0.02, 0.11, 0.01, 0.00, 1.63, 0.01, 0.00, 0.00, 0.00, 0.28, 0.55, 0.00, 0.01, 0.00, 0.11, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3050,  0,  112.926,  0.98,  1, 0.07, 0.02, 0.16, 0.01, 0.00, 1.56, 0.01, 0.00, 0.00, 0.00, 0.37, 0.57, 0.00, 0.00, 0.00, 0.16, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3051,  0,  112.963,  0.98,  1, 0.05, 0.02, 0.20, 0.00, 0.00, 1.60, 0.01, 0.00, 0.02, 0.00, 0.34, 0.58, 0.00, 0.00, 0.00, 0.17, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3052,  0,  113.000,  0.98,  1, 0.05, 0.07, 0.17, 0.05, 0.00, 1.69, 0.00, 0.00, 0.02, 0.00, 0.35, 0.63, 0.00, 0.01, 0.00, 0.06, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3053,  0,  113.037,  0.98,  1, 0.00, 0.07, 0.10, 0.05, 0.00, 1.70, 0.00, 0.00, 0.03, 0.00, 0.22, 0.60, 0.00, 0.01, 0.00, 0.02, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3054,  0,  113.074,  0.98,  1, 0.01, 0.05, 0.06, 0.05, 0.00, 1.69, 0.00, 0.00, 0.01, 0.00, 0.24, 0.60, 0.00, 0.01, 0.00, 0.00, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3055,  0,  113.111,  0.98,  1, 0.01, 0.02, 0.13, 0.07, 0.00, 1.62, 0.00, 0.00, 0.03, 0.00, 0.10, 0.50, 0.00, 0.00, 0.00, 0.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3056,  0,  113.148,  0.98,  1, 0.01, 0.02, 0.18, 0.07, 0.00, 1.49, 0.00, 0.00, 0.08, 0.00, 0.07, 0.44, 0.00, 0.00, 0.00, 0.14, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3057,  0,  113.185,  0.98,  1, 0.00, 0.02, 0.15, 0.07, 0.00, 1.27, 0.00, 0.00, 0.17, 0.00, 0.01, 0.27, 0.00, 0.00, 0.20, 0.23, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3058,  0,  113.222,  0.98,  1, 0.00, 0.00, 0.10, 0.00, 0.00, 1.27, 0.00, 0.00, 0.22, 0.00, 0.00, 0.15, 0.00, 0.00, 0.47, 0.29, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3059,  0,  113.259,  0.98,  1, 0.02, 0.00, 0.11, 0.00, 0.00, 1.48, 0.00, 0.00, 0.25, 0.00, 0.00, 0.06, 0.00, 0.00, 0.70, 0.36, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3060,  0,  113.296,  0.98,  1, 0.02, 0.00, 0.17, 0.00, 0.00, 1.68, 0.00, 0.00, 0.22, 0.00, 0.09, 0.13, 0.00, 0.03, 0.51, 0.35, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3061,  0,  113.333,  0.98,  1, 0.02, 0.00, 0.18, 0.00, 0.00, 1.71, 0.00, 0.00, 0.20, 0.00, 0.10, 0.21, 0.00, 0.09, 0.24, 0.24, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3062,  0,  113.370,  0.98,  1, 0.00, 0.01, 0.20, 0.00, 0.00, 1.61, 0.00, 0.00, 0.16, 0.00, 0.10, 0.24, 0.00, 0.11, 0.00, 0.13, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
