frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1182,  0,  43.741,  0.98,  1, 0.00, 0.00, 0.26, 0.01, 0.00, 1.36, 0.04, 0.00, 0.09, 0.00, 0.18, 0.03, 0.01, 0.00, 0.78, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
1183,  0,  43.778,  0.98,  1, 0.00, 0.00, 0.32, 0.00, 0.00, 1.40, 0.04, 0.00, 0.09, 0.00, 0.23, 0.04, 0.01, 0.00, 0.82, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
1184,  0,  43.815,  0.98,  1, 0.00, 0.02, 0.31, 0.00, 0.00, 1.50, 0.02, 0.00, 0.12, 0.00, 0.21, 0.02, 0.01, 0.00, 0.96, 0.00, 0.04, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
1185,  0,  43.852,  0.98,  1, 0.00, 0.02, 0.35, 0.00, 0.00, 1.68, 0.02, 0.00, 0.15, 0.00, 0.17, 0.02, 0.01, 0.00, 1.04, 0.00, 0.04, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
1186,  0,  43.889,  0.98,  1, 0.00, 0.02, 0.35, 0.00, 0.00, 1.70, 0.02, 0.00, 0.19, 0.00, 0.16, 0.04, 0.00, 0.00, 1.10, 0.00, 0.04, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
1187,  0,  43.926,  0.98,  1, 0.00, 0.00, 0.37, 0.00, 0.00, 1.63, 0.02, 0.00, 0.22, 0.00, 0.23, 0.05, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
1188,  0,  43.963,  0.98,  1, 0.00, 0.00, 0.35, 0.00, 0.00, 1.40, 0.04, 0.00, 0.24, 0.00, 0.29, 0.07, 0.00, 0.00, 0.90, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
1189,  0,  44.000,  0.98,  1, 0.04, 0.00, 0.30, 0.00, 0.00, 1.36, 0.06, 0.00, 0.23, 0.00, 0.24, 0.16, 0.04, 0.00, 0.66, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1190,  0,  44.037,  0.98,  1, 0.05, 0.00, 0.22, 0.00, 0.00, 1.38, 0.06, 0.00, 0.17, 0.00, 0.13, 0.20, 0.06, 0.00, 0.54, 0.00, 0.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1191,  0,  44.074,  0.98,  1, 0.05, 0.00, 0.14, 0.00, 0.00, 1.47, 0.03, 0.00, 0.11, 0.00, 0.02, 0.24, 0.18, 0.00, 0.40, 0.00, 0.08, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1192,  0,  44.111,  0.98,  1, 0.01, 0.00, 0.10, 0.00, 0.00, 1.55, 0.02, 0.00, 0.09, 0.00, 0.00, 0.20, 0.23, 0.00, 0.34, 0.00, 0.08, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1193,  0,  44.148,  0.98,  1, 0.00, 0.00, 0.08, 0.00, 0.00, 1.48, 0.03, 0.00, 0.08, 0.00, 0.00, 0.26, 0.30, 0.00, 0.24, 0.00, 0.08, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1194,  0,  44.185,  0.98,  1, 0.00, 0.00, 0.10, 0.00, 0.00, 1.55, 0.04, 0.00, 0.08, 0.00, 0.00, 0.33, 0.25, 0.00, 0.19, 0.00, 0.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1195,  0,  44.222,  0.98,  1, 0.00, 0.00, 0.15, 0.00, 0.00, 1.45, 0.05, 0.00, 0.08, 0.00, 0.00, 0.42, 0.21, 0.00, 0.17, 0.00, 0.11, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1196,  0,  44.259,  0.98,  1, 0.00, 0.00, 0.23, 0.00, 0.00, 1.46, 0.08, 0.00, 0.11, 0.00, 0.00, 0.44, 0.14, 0.00, 0.14, 0.00, 0.10, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1197,  0,  44.296,  0.98,  1, 0.00, 0.00, 0.28, 0.00, 0.00, 1.41, 0.09, 0.00, 0.11, 0.00, 0.00, 0.46, 0.10, 0.00, 0.13, 0.00, 0.19, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1198,  0,  44.333,  0.98,  1, 0.00, 0.00, 0.26, 0.00, 0.00, 1.40, 0.09, 0.00, 0.09, 0.00, 0.00, 0.45, 0.08, 0.00, 0.18, 0.00, 0.14, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1199,  0,  44.370,  0.98,  1, 0.00, 0.00, 0.20, 0.00, 0.00, 1.34, 0.06, 0.00, 0.04, 0.00, 0.00, 0.46, 0.06, 0.00, 0.26, 0.00, 0.10, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1200,  0,  44.407,  0.98,  1, 0.00, 0.00, 0.13, 0.00, 0.00, 1.29, 0.03, 0.00, 0.07, 0.00, 0.05, 0.39, 0.09, 0.00, 0.35, 0.04, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1201,  0,  44.444,  0.98,  1, 0.00, 0.00, 0.12, 0.00, 0.00, 1.24, 0.02, 0.00, 0.09, 0.00, 0.07, 0.37, 0.13, 0.00, 0.38, 0.11, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1202,  0,  44.481,  0.98,  1, 0.00, 0.00, 0.15, 0.00, 0.00, 1.28, 0.01, 0.00, 0.11, 0.00, 0.11, 0.30, 0.17, 0.00, 0.33, 0.18, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1203,  0,  44.519,  0.98,  1, 0.00, 0.00, 0.20, 0.00, 0.00, 1.33, 0.03, 0.00, 0.08, 0.00, 0.12, 0.32, 0.15, 0.00, 0.27, 0.23, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1204,  0,  44.556,  0.98,  1, 0.00, 0.00, 0.21, 0.00, 0.00, 1.43, 0.05, 0.00, 0.05, 0.00, 0.15, 0.27, 0.13, 0.00, 0.23, 0.23, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1205,  0,  44.593,  0.98,  1, 0.00, 0.00, 0.19, 0.00, 0.00, 1.49, 0.06, 0.00, 0.04, 0.00, 0.11, 0.30, 0.09, 0.00, 0.30, 0.26, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1206,  0,  44.630,  0.98,  1, 0.00, 0.00, 0.15, 0.00, 0.00, 1.44, 0.10, 0.00, 0.05, 0.00, 0.07, 0.29, 0.11, 0.00, 0.33, 0.26, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1207,  0,  44.667,  0.98,  1, 0.00, 0.00, 0.12, 0.00, 0.00, 1.43, 0.08, 0.00, 0.07, 0.00, 0.02, 0.31, 0.10, 0.00, 0.34, 0.28, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1208,  0,  44.704,  0.98,  1, 0.00, 0.00, 0.12, 0.00, 0.00, 1.44, 0.05, 0.00, 0.08, 0.00, 0.02, 0.30, 0.13, 0.00, 0.33, 0.25, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1209,  0,  44.741,  0.98,  1, 0.00, 0.00, 0.09, 0.00, 0.00, 1.41, 0.02, 0.00, 0.07, 0.00, 0.04, 0.31, 0.07, 0.00, 0.34, 0.23, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1210,  0,  44.778,  0.98,  1, 0.00, 0.00, 0.10, 0.00, 0.00, 1.33, 0.06, 0.00, 0.05, 0.00, 0.10, 0.32, 0.03, 0.00, 0.37, 0.21, 0.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1211,  0,  44.815,  0.98,  1, 0.00, 0.00, 0.11, 0.00, 0.00, 1.29, 0.10, 0.00, 0.06, 0.00, 0.17, 0.35, 0.00, 0.00, 0.38, 0.13, 0.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1212,  0,  44.852,  0.98,  1, 0.00, 0.00, 0.10, 0.00, 0.00, 1.29, 0.11, 0.00, 0.05, 0.00, 0.29, 0.44, 0.00, 0.00, 0.29, 0.07, 0.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1213,  0,  44.889,  0.98,  1, 0.00, 0.00, 0.10, 0.00, 0.00, 1.25, 0.09, 0.00, 0.03, 0.00, 0.30, 0.59, 0.00, 0.00, 0.17, 0.00, 0.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1214,  0,  44.926,  0.98,  1, 0.00, 0.00, 0.10, 0.00, 0.00, 1.12, 0.08, 0.00, 0.00, 0.00, 0.25, 0.71, 0.00, 0.00, 0.04, 0.00, 0.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1215,  0,  44.963,  0.98,  1, 0.00, 0.01, 0.16, 0.00, 0.00, 1.13, 0.05, 0.00, 0.00, 0.00, 0.12, 0.72, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1216,  0,  45.000,  0.98,  1, 0.01, 0.01, 0.16, 0.00, 0.00, 1.18, 0.02, 0.00, 0.00, 0.00, 0.09, 0.71, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1217,  0,  45.037,  0.98,  1, 0.01, 0.01, 0.18, 0.00, 0.00, 1.31, 0.00, 0.00, 0.00, 0.00, 0.16, 0.74, 0.00, 0.00, 0.00, 0.00, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1218,  0,  45.074,  0.98,  1, 0.01, 0.00, 0.22, 0.00, 0.00, 1.33, 0.00, 0.00, 0.00, 0.00, 0.27, 0.79, 0.00, 0.00, 0.00, 0.00, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1219,  0,  45.111,  0.98,  1, 0.00, 0.00, 0.20, 0.00, 0.00, 1.37, 0.00, 0.00, 0.00, 0.00, 0.25, 0.77, 0.00, 0.00, 0.00, 0.00, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1220,  0,  45.148,  0.98,  1, 0.00, 0.00, 0.19, 0.02, 0.00, 1.38, 0.03, 0.00, 0.00, 0.00, 0.27, 0.69, 0.00, 0.00, 0.00, 0.00, 0.04, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1221,  0,  45.185,  0.98,  1, 0.00, 0.00, 0.15, 0.02, 0.00, 1.47, 0.04, 0.00, 0.00, 0.00, 0.14, 0.55, 0.00, 0.00, 0.00, 0.00, 0.07, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1222,  0,  45.222,  0.98,  1, 0.00, 0.00, 0.15, 0.02, 0.00, 1.54, 0.04, 0.00, 0.00, 0.00, 0.10, 0.43, 0.00, 0.00, 0.00, 0.00, 0.07, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1223,  0,  45.259,  0.98,  1, 0.00, 0.00, 0.12, 0.00, 0.00, 1.56, 0.02, 0.00, 0.00, 0.00, 0.00, 0.23, 0.00, 0.00, 0.01, 0.00, 0.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1224,  0,  45.296,  0.98,  1, 0.00, 0.00, 0.11, 0.00, 0.00, 1.34, 0.00, 0.00, 0.00, 0.00, 0.00, 0.12, 0.00, 0.00, 0.23, 0.00, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1225,  0,  45.333,  0.98,  1, 0.00, 0.00, 0.21, 0.00, 0.00, 1.31, 0.00, 0.00, 0.06, 0.00, 0.00, 0.02, 0.00, 0.00, 0.61, 0.10, 0.09, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1226,  0,  45.370,  0.98,  1, 0.00, 0.00, 0.33, 0.00, 0.00, 1.18, 0.02, 0.00, 0.10, 0.00, 0.00, 0.02, 0.00, 0.00, 1.02, 0.20, 0.10, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
1227,  0,  45.407,  0.98,  1, 0.00, 0.00, 0.35, 0.03, 0.00, 1.32, 0.05, 0.00, 0.13, 0.00, 0.01, 0.01, 0.00, 0.00, 1.16, 0.28, 0.08, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
1228,  0,  45.444,  0.98,  1, 0.00, 0.00, 0.33, 0.03, 0.00, 1.40, 0.11, 0.00, 0.12, 0.00, 0.04, 0.01, 0.00, 0.00, 1.16, 0.31, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
1229,  0,  45.481,  0.98,  1, 0.00, 0.00, 0.30, 0.03, 0.00, 1.49, 0.14, 0.00, 0.11, 0.00, 0.08, 0.01, 0.00, 0.00, 1.12, 0.38, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
1230,  0,  45.519,  0.98,  1, 0.03, 0.02, 0.33, 0.00, 0.00, 1.53, 0.14, 0.01, 0.09, 0.00, 0.08, 0.14, 0.00, 0.00, 0.79, 0.36, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
1231,  0,  45.556,  0.98,  1, 0.03, 0.05, 0.29, 0.00, 0.00, 1.52, 0.11, 0.01, 0.04, 0.00, 0.05, 0.20, 0.00, 0.00, 0.52, 0.23, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1232,  0,  45.593,  0.98,  1, 0.04, 0.05, 0.27, 0.00, 0.00, 1.57, 0.10, 0.01, 0.00, 0.00, 0.00, 0.21, 0.00, 0.00, 0.29, 0.15, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1233,  0,  45.630,  0.98,  1, 0.01, 0.03, 0.27, 0.00, 0.00, 1.54, 0.07, 0.00, 0.01, 0.00, 0.03, 0.06, 0.00, 0.00, 0.47, 0.09, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1234,  0,  45.667,  0.98,  1, 0.01, 0.00, 0.26, 0.00, 0.00, 1.42, 0.03, 0.00, 0.06, 0.00, 0.03, 0.01, 0.00, 0.00, 0.69, 0.09, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1235,  0,  45.704,  0.98,  1, 0.00, 0.00, 0.25, 0.00, 0.00, 1.32, 0.00, 0.00, 0.11, 0.00, 0.08, 0.00, 0.00, 0.00, 0.92, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1236,  0,  45.741,  0.98,  1, 0.00, 0.00, 0.21, 0.00, 0.00, 1.26, 0.00, 0.00, 0.16, 0.00, 0.12, 0.00, 0.00, 0.00, 0.99, 0.00, 0.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1237,  0,  45.778,  0.98,  1, 0.00, 0.00, 0.13, 0.01, 0.00, 1.28, 0.03, 0.00, 0.18, 0.00, 0.26, 0.09, 0.00, 0.00, 0.73, 0.00, 0.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1238,  0,  45.815,  0.98,  1, 0.00, 0.00, 0.07, 0.01, 0.00, 1.29, 0.03, 0.00, 0.13, 0.00, 0.24, 0.17, 0.00, 0.00, 0.35, 0.00, 0.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1239,  0,  45.852,  0.98,  1, 0.00, 0.00, 0.04, 0.01, 0.00, 1.44, 0.03, 0.00, 0.07, 0.00, 0.18, 0.27, 0.00, 0.00, 0.07, 0.00, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1240,  0,  45.889,  0.98,  1, 0.00, 0.00, 0.05, 0.00, 0.00, 1.49, 0.00, 0.00, 0.02, 0.00, 0.13, 0.27, 0.00, 0.00, 0.00, 0.00, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1241,  0,  45.926,  0.98,  1, 0.00, 0.00, 0.04, 0.00, 0.00, 1.54, 0.00, 0.00, 0.01, 0.00, 0.17, 0.27, 0.00, 0.00, 0.05, 0.00, 0.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1242,  0,  45.963,  0.98,  1, 0.00, 0.00, 0.07, 0.00, 0.00, 1.31, 0.00, 0.00, 0.01, 0.00, 0.16, 0.18, 0.05, 0.00, 0.17, 0.00, 0.04, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1243,  0,  46.000,  0.98,  1, 0.01, 0.00, 0.09, 0.03, 0.00, 1.25, 0.03, 0.00, 0.04, 0.00, 0.07, 0.09, 0.05, 0.00, 0.52, 0.07, 0.04, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1244,  0,  46.037,  0.98,  1, 0.01, 0.00, 0.13, 0.03, 0.00, 1.14, 0.04, 0.00, 0.10, 0.00, 0.00, 0.00, 0.05, 0.00, 0.86, 0.14, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1245,  0,  46.074,  0.98,  1, 0.01, 0.00, 0.13, 0.03, 0.00, 1.19, 0.06, 0.00, 0.14, 0.00, 0.02, 0.00, 0.05, 0.00, 1.09, 0.24, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1246,  0,  46.111,  0.98,  1, 0.04, 0.02, 0.11, 0.00, 0.00, 1.11, 0.03, 0.00, 0.16, 0.00, 0.03, 0.00, 0.10, 0.00, 1.09, 0.31, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1247,  0,  46.148,  0.98,  1, 0.08, 0.02, 0.14, 0.00, 0.00, 1.12, 0.03, 0.00, 0.15, 0.00, 0.06, 0.01, 0.10, 0.00, 1.05, 0.36, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1248,  0,  46.185,  0.98,  1, 0.08, 0.02, 0.19, 0.00, 0.00, 1.21, 0.01, 0.00, 0.19, 0.00, 0.04, 0.07, 0.05, 0.00, 1.05, 0.31, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1249,  0,  46.222,  0.98,  1, 0.07, 0.00, 0.24, 0.03, 0.00, 1.19, 0.01, 0.00, 0.21, 0.00, 0.05, 0.15, 0.00, 0.00, 1.02, 0.24, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1250,  0,  46.259,  0.98,  1, 0.08, 0.00, 0.25, 0.04, 0.00, 1.24, 0.05, 0.00, 0.20, 0.00, 0.03, 0.25, 0.00, 0.00, 0.96, 0.18, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1251,  0,  46.296,  0.98,  1, 0.10, 0.00, 0.23, 0.06, 0.00, 1.22, 0.07, 0.00, 0.16, 0.00, 0.06, 0.30, 0.00, 0.00, 0.87, 0.19, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
